0,042
0,425
0,309
0,547
0,873
0,116
0,877
0,662
0,012
0,433
0,214
0,068
0,004
0,988
0,39
0,706
0,48
0,264
0,376
0,702
0,047
0,467
0,807
0,51
0,99
0,854
0,111
0,151
0,914
0,48
0,102
0,609
0,825
0,872
0,295
0,167
0,966
0,106
0,543
0,013
0,671
0,461
0,805
0,152
0,551
0,707
0,711
0,374
0,952
0,091
0,248
0,201
0,706
0,001
0,521
0,575
0,617
0,8
0,557
0,02
0,006
0,726
0,748
0,532
0,331
0,605
0,243
0,132
0,693
0,223
0,74
0,374
0,721
0,362
0,031
0,586
0,662
0,655
0,958
0,283
0,143
0,737
0,199
0,824
0,232
0,902
0,903
0,824
0,351
0,72
0,549
0,166
0,549
0,523
0,008
0,945
0,713
0,274
0,821
0,946
0,464
0,578
0,681
0,729
0,35
0,874
0,479
0,344
0,97
0,935
0,914
0,962
0,841
0,274
0,877
0,269
0,527
0,925
0,299
0,429
0,702
0,419
0,782
0,973
0,674
0,574
0,825
0,198
0,355
0,087
0,873
0,388
0,834
0,012
0,819
0,565
0,056
0,471
0,473
0,358
0,422
0,559
0,854
0,416
0,807
0,587
0,325
0,274
0,647
0,738
0,418
0,788
0,974
0,392
0,244
0,044
0,797
0,708
0,055
0,776
0,049
0,281
0,989
0,883
0,062
0,526
0,128
0,829
0,455
0,312
0,213
0,056
0,451
0,941
0,007
0,144
0,565
0,366
0,166
0,087
0,249
0,551
0,551
0,616
0,668
0,085
0,414
0,442
0,768
0,775
0,768
0,348
0,416
0,697
0,309
0,141
0,569
0,971
0,354
0,281
0,459
0,496
0,819
0,335
0,525
0,362
0,337
0,033
0,385
0,1
0,479
0,431
0,542
0,968
0,528
0,498
0,73
0,373
0,215
0,977
0,112
0,686
0,061
0,68
0,543
0,866
0,64
0,755
0,632
0,865
0,574
0,594
0,012
0,885
0,628
0,753
0,732
0,216
0,091
0,306
0,748
0,381
0,057
0,668
0,296
0,338
0,805
0,448
0,169
0,811
0,411
0,196
0,756
0,377
0,169
0,773
0,434
0,139
0,791
0,66
0,722
0,582
0,401
0,52
0,526
0,885
0,419
0,657
0,339
0,774
0,766
0,514
0,282
0,909
0,229
0,731
0,628
0,394
0,384
0,206
0,06
0,192
0,586
0,821
0,454
0,378
0,838
0,635
0,716
0,855
0,319
0,593
0,425
0,431
0,584
0,166
0,98
0,538
0,141
0,412
0,919
0,149
0,109
0,395
0,045
0,898
0,914
0,848
0,148
0,438
0,145
0,041
0,755
0,585
0,599
0,53
0,996
0,58
0,065
0,148
0,047
0,784
0,941
0,485
0,456
0,173
0,089
0,851
0,325
0,062
0,751
0,091
0,252
0,973
0,287
0,912
0,083
0,191
0,776
0,556
0,464
0,991
0,487
0,278
0,71
0,278
0,838
0,839
0,832
0,053
0,17
0,401
0,472
0,993
0,365
0,135
0,208
0,624
0,939
0,872
0,809
0,063
0,523
0,086
0,687
0,054
0,789
0,782
0,298
0,688
0,448
0,805
0,804
0,509
0,684
0,056
0,297
0,663
0,775
0,178
0,335
0,249
0,018
0,272
0,892
0,35
0,618
0,259
0,608
0,153
0,704
0,458
0,252
0,903
0,747
